rera_no,project_name,promoter,location,district,pincode,state,last_modified,source
P53000003090,Pinnac Shivalaya,Suresh Rajaram Dharmadhikari,Karvir,Kolhapur,416012,MAHARASHTRA,2026-06-15,maharera
P52900005936,AIREZO DEVELOPERS,RAMCHANDRA VITTHAL SATRE,Sawantwadi,Sindhudurg,416510,MAHARASHTRA,2017-08-14,maharera
P52100001019,Green Valley,Aswani Constructions,Haveli,Pune,411034,MAHARASHTRA,2017-07-25,maharera
P52100002539,Sanghvi Shells,Mukesh Shantilal Sanghvi,Haveli,Pune,411045,MAHARASHTRA,2017-08-01,maharera
P51700000598,Panvelkar Crown,Rahul Vijay Panvelkar,Ambarnath,Thane,421501,MAHARASHTRA,2019-01-04,maharera
P52100002544,Astria Phase II,Raviraj Builders,Haveli,Pune,411048,MAHARASHTRA,2019-01-04,maharera
P52100007313,REGENT HEIGHTS,BHAVANI CONSTRUCTION CO.,Pune City,Pune,411001,MAHARASHTRA,2017-08-17,maharera
P51800000807,VASANT OASIS HANA BLDG 10,NEEPA REAL ESTATES PRIVATE LIMITED,Andheri,Mumbai Suburban,400059,MAHARASHTRA,2017-07-23,maharera
P52000001475,Rewillax Tanvi,REWILLAX BUILDCON,Karjat,Raigarh,410201,MAHARASHTRA,2023-07-16,maharera
P52100001378,MANTRA SENSES,MANTRA PROPERTIES,Haveli,Pune,411028,MAHARASHTRA,2017-07-27,maharera
P51800002541,Redevelopment of Silverlight CHSL,Shree Mahavir Estates,Mumbai,Mumbai Suburban,400049,MAHARASHTRA,2021-09-09,maharera
P52000001461,MANGALYA,INTEGRATE INFRASPACES,Karjat,Raigarh,410201,MAHARASHTRA,2017-07-28,maharera
P52100001911,NAVASHISH,KEDAR  RANADE,Haveli,Pune,411009,MAHARASHTRA,2017-07-29,maharera
P52100003071,Saloni,Gokhale Constructions,Pune City,Pune,411004,MAHARASHTRA,2019-12-17,maharera
P51800010994,SRISHTI PRIDE PHASE 1- WING A,KRISHNA ENTERPRISE,Kurla,Mumbai Suburban,400078,MAHARASHTRA,2017-08-31,maharera
P51700000802,"PALAVA CLUSTER 2-06 -  A - G, I - N",Lodha Developers Limited,Kalyan,Thane,421202,MAHARASHTRA,2018-09-28,maharera
P52100001501,Alliance Aishwary,Alliance Buildcon,Haveli,Pune,411046,MAHARASHTRA,2017-07-28,maharera
P52000000722,PARSHVA AARADHANA,RUCHI ENTERPRISES,Uran,Raigarh,400702,MAHARASHTRA,2024-01-03,maharera
P51700000463,SHANKHESHWAR CRYSTAL-PHASE 1,SHANKHESHWAR KREATERS,Kalyan,Thane,421605,MAHARASHTRA,2017-07-18,maharera
P99000000853,MUKUNDA HEIGHTS,Sai Mukunda Builder and Developers,Vasai,Palghar,401209,MAHARASHTRA,2017-09-25,maharera
P51700004557,Mohan Altezza I,MOHAN LIFESPACES LLP,Kalyan,Thane,421301,MAHARASHTRA,2017-08-09,maharera
P52100002314,S3 PRIME,S-3 PROPERTIES,Mulshi,Pune,411021,MAHARASHTRA,2017-07-31,maharera
P52100009655,Rivaah Regency,Ajay Nanasaheb Jadhavrao,Haveli,Pune,412207,MAHARASHTRA,2019-03-05,maharera
P51700013381,Pandurang smruti,Lote Constructions,Kalyan,Thane,421203,MAHARASHTRA,2020-06-13,maharera
P52800013528,SARVESHWARA,ARVIND JOG FORESIGHTS (OPC) PVT. LTD.,Dapoli,Ratnagiri,415712,MAHARASHTRA,2024-08-20,maharera
P52100003840,PANCHARATNA GULMOHAR,PANCHARATNA DEVELOPERS AND BUILDERS,Shirur,Pune,412209,MAHARASHTRA,2023-04-28,maharera
P53000003115,Grandeur Residency,Jadhav-Kasbekar Brothers Builders and Developers,Karvir,Kolhapur,416003,MAHARASHTRA,2020-06-14,maharera
P99000000898,Imperial Classic,Star Builders,Vasai,Palghar,401202,MAHARASHTRA,2017-07-25,maharera
P52000000709,Indiabulls Park 1,Lucina Land Development Limited,Panvel,Raigarh,410207,MAHARASHTRA,2024-06-21,maharera
P51800004542,AERA,RE Infra Pvt Ltd,Kurla,Mumbai Suburban,400071,MAHARASHTRA,2017-08-09,maharera
P52100002636,Anika Mangalam,Arun Sheth Properties,Pune City,Pune,411052,MAHARASHTRA,2017-08-02,maharera
P52100004062,N 1 Prima,Nevara Developers,Bhor,Pune,412213,MAHARASHTRA,2017-08-07,maharera
P51700000640,Sunrise D,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2018-07-16,maharera
P52000000835,Indiabulls Park 2,Lucina Land Development Limited,Panvel,Raigarh,410207,MAHARASHTRA,2024-06-21,maharera
P52000000488,Indiabulls Park 3,Lucina Land Development Limited,Panvel,Raigarh,410207,MAHARASHTRA,2024-06-21,maharera
P52700001598,Pushp Complex,Pushpam Constructions,Phaltan,Satara,415523,MAHARASHTRA,2017-07-29,maharera
P51700000922,Sunrise B,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2018-07-16,maharera
P52000001832,Welkin Moon,WELKIN DEVELOPERS,Panvel,Raigarh,410206,MAHARASHTRA,2017-07-29,maharera
P52000000430,Classic Commercial Services,Classic Commercial Services Private Limited,Khalapur,Raigarh,410203,MAHARASHTRA,2017-07-17,maharera
P52100001410,39 AVENUE,R R LUNKAD VENTURES LLP,Mulshi,Pune,411057,MAHARASHTRA,2017-07-28,maharera
P52100003141,ADORA,NEST KRISALA ASSOCIATES,Haveli,Pune,412101,MAHARASHTRA,2017-08-04,maharera
P52100004015,The Nook Phase 1,Pyramid Developers,Mulshi,Pune,411033,MAHARASHTRA,2018-12-07,maharera
P51800005272,DANVIJAY C.H.S. LTD,ANKURDEV BUILDCON,Borivali,Mumbai Suburban,400081,MAHARASHTRA,2017-08-11,maharera
P51700001809,Sai Satyam Homes,Sai Satyam Developers,Kalyan,Thane,421301,MAHARASHTRA,2021-09-09,maharera
P52000000475,Indiabulls Park 4,Lucina Land Development Limited,Panvel,Raigarh,410207,MAHARASHTRA,2024-06-21,maharera
P52100002050,GRANDBAY A5 A6 B3,PRAKASH HARAKCHAND PARAKH,Haveli,Pune,412307,MAHARASHTRA,2018-04-20,maharera
P52800002387,Shree Swami Samartha Sankul,Nirmala Dinesh Jain,Ratnagiri,Ratnagiri,415639,MAHARASHTRA,2017-07-31,maharera
P51800000797,VASANT OASIS ELIZA BLDG 11,NEEPA REAL ESTATES PRIVATE LIMITED,Andheri,Mumbai Suburban,400059,MAHARASHTRA,2017-07-23,maharera
P52100002883,Lakshmi Plaza Building D,Indus Realty,Haveli,Pune,411007,MAHARASHTRA,2017-08-04,maharera
P53100003144,LOTUS,CREATIONPROPERTIES,Miraj,Sangli,416410,MAHARASHTRA,2017-08-04,maharera
P51700002912,Zenia,ROMA BUILDERS PRIVATE LIMITED,Thane,Thane,400607,MAHARASHTRA,2017-08-04,maharera
P51900003106,SAMATA B SRA CHS LTD,NEETA BUILDERS,Ward GNorth,Mumbai City,400017,MAHARASHTRA,2025-10-10,maharera
P52100004977,7 Avenues,Sai Innovision Associates,Haveli,Pune,411045,MAHARASHTRA,2017-08-09,maharera
P53100006819,Tapasya,Kotibhaskar Builders,Miraj,Sangli,416416,MAHARASHTRA,2017-08-16,maharera
P52000000525,Ajanta,Lucror Infrastructure Private Limited,Khalapur,Raigarh,410203,MAHARASHTRA,2021-03-24,maharera
P52100001846,MANTRA CITY 360 PHASE01,MANTRA ISLAND HOMES TALEGAON LLP,Mawal,Pune,410506,MAHARASHTRA,2021-09-09,maharera
P52100001152,7 Plumeria Drive- Phase 1,B A Consulting,Mulshi,Pune,411033,MAHARASHTRA,2017-07-26,maharera
P52100001691,SHRIYOG,A & A ASSOCIATES,Haveli,Pune,411046,MAHARASHTRA,2017-07-29,maharera
P51700004541,Anjani Regency,Geeta Developers,Thane,Thane,401101,MAHARASHTRA,2017-08-09,maharera
P52100004786,SAPTARANG HEIGHT,SAPTASHRUNGI REALTORS,Haveli,Pune,412201,MAHARASHTRA,2018-01-25,maharera
P52100001359,Astonia Classic Phase II - A5 Building,AMIT ENTERPRISES HOUSING LIMITED,Haveli,Pune,411060,MAHARASHTRA,2026-05-19,maharera
P52100011612,VAISHNAV CONSTRUCTION,VAISHNAV CONSTRUCTION,Haveli,Pune,411027,MAHARASHTRA,2017-08-31,maharera
P51700001039,Immensa A,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P51700000927,Immensa B,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P51800004540,ORCHID RESIDENCES,H.K.PUJARA BUILDERS,Andheri,Mumbai Suburban,400053,MAHARASHTRA,2017-08-09,maharera
P52100007699,Nilaya Wing A,Good Earth Shelters,Pune City,Pune,411046,MAHARASHTRA,2019-08-25,maharera
P52100001910,Mohar Pratima,Mohar Housing LLP,Mawal,Pune,410506,MAHARASHTRA,2021-09-08,maharera
P52000002960,TARAMATI TOWER WING A B C D,VAST CONSTRUCTION,Pen,Raigarh,402107,MAHARASHTRA,2017-08-04,maharera
P51700000925,Sunrise E,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2018-07-16,maharera
P52100003437,SHREEJI DREAMS,SHREEJI DEVELOPERS,Haveli,Pune,411039,MAHARASHTRA,2017-08-05,maharera
P51700004964,SHANTI KUNJ,SHREYAS ENTERPRISES,Thane,Thane,400602,MAHARASHTRA,2017-08-09,maharera
P51900007788,orsam angan,GOLD PLAZA DEVELOPERS PVT LTD,Mumbai City,Mumbai City,400009,MAHARASHTRA,2021-09-09,maharera
P52100002178,ZIGGURAT H Building,M/S BUILT UP,Haveli,Pune,411046,MAHARASHTRA,2017-07-31,maharera
P53000001448,THE CUBE,AIM KAPADE CREATORS,Karvir,Kolhapur,416003,MAHARASHTRA,2017-07-28,maharera
P99000015524,DRUMAN,ANS REALTY,Palghar,Palghar,401404,MAHARASHTRA,2020-06-17,maharera
P52100011826,ISHANA ASSOCIATES,ISHANA ASSOCIATES,Ambegaon,Pune,411046,MAHARASHTRA,2018-02-08,maharera
P99000008275,SIGNATURE C - CREST,ANS REALTY,Palghar,Palghar,401404,MAHARASHTRA,2017-08-18,maharera
P52100009556,HILLCREST,SWAPNASHILP BUILDCON,Mawal,Pune,410507,MAHARASHTRA,2022-03-30,maharera
P99000004350,SIGNATURE B - BLISS,ANS REALTY,Palghar,Palghar,401404,MAHARASHTRA,2017-08-09,maharera
P52100001466,Shlok - Phase 1,Dhankawade Patil Construction,Haveli,Pune,411041,MAHARASHTRA,2021-09-09,maharera
P52100002216,SOMANI RESIDENCY,NITIN PRABHUDAS SOMANI,Mulshi,Pune,411033,MAHARASHTRA,2017-07-31,maharera
P51800000493,Hillcrest C Wing,Hillcrest Joint Venture,Andheri,Mumbai Suburban,400093,MAHARASHTRA,2017-07-18,maharera
P51700001031,"LODHA AMARA - TOWER 26, 27, 28, 30, 34, 35",LODHA DEVELOPERS LIMITED,Thane,Thane,400607,MAHARASHTRA,2019-01-02,maharera
P52100005100,UDYAM NAGARI,MAP ASSOCIATES,Pune City,Pune,411007,MAHARASHTRA,2017-08-09,maharera
P51800002369,BLDG NO.1 DAHISAR SAI SADAN CHS LTD,TRUMPH DEVELOPERS,Borivali,Mumbai Suburban,400066,MAHARASHTRA,2025-12-15,maharera
P51800002957,Rigveda,Supreme Ventures LLP,Andheri,Mumbai Suburban,400050,MAHARASHTRA,2017-08-04,maharera
P52100001214,SARVESH APARTMENTS,Prakash Construction Co,Daund,Pune,413801,MAHARASHTRA,2020-06-13,maharera
P52100006195,THE ENCLAVE,Khivansara Associates,Haveli,Pune,411048,MAHARASHTRA,2022-09-16,maharera
P51700001040,Immensa C,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P52100006669,CELEBRATIONS,nilesh mohandas navalakha,Pune City,Pune,411028,MAHARASHTRA,2018-02-09,maharera
P52100003199,VANTAGE-9,SOHANLAL SHANKARLAL VISHNOI,Haveli,Pune,411045,MAHARASHTRA,2018-07-26,maharera
P51700000732,Immensa D,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P52100007405,DWARKA,CUBIX DEVELOPERS,Pune City,Pune,411048,MAHARASHTRA,2017-08-17,maharera
P52100005673,Suvarna Nagari,Maheshwari Developers,Haveli,Pune,412105,MAHARASHTRA,2023-01-30,maharera
P51800000481,Rustomjee Paramount - Wing C,KEYSTONE REALTORS LIMITED,Andheri,Mumbai Suburban,400052,MAHARASHTRA,2020-08-20,maharera
P51800000619,Rustomjee Paramount - Wing D,KEYSTONE REALTORS LIMITED,Andheri,Mumbai Suburban,400052,MAHARASHTRA,2017-07-18,maharera
P53100003467,GREEN PARADISE,CREATIONPROPERTIES,Miraj,Sangli,416410,MAHARASHTRA,2017-08-05,maharera
P52100001446,NISARG SRUSHTI,NISARG DEVELOPERS,Haveli,Pune,412307,MAHARASHTRA,2017-07-28,maharera
P51800000862,Rustomjee Paramount - Wing E,KEYSTONE REALTORS LIMITED,Andheri,Mumbai Suburban,400052,MAHARASHTRA,2017-07-23,maharera
P53100003197,PARADISE PARK,CREATIONPROPERTIES,Miraj,Sangli,416410,MAHARASHTRA,2017-08-04,maharera
P51700000924,Immensa E,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P52700003834,AVANEESH RESIDENCY,SHREE NATH CONSTRUCTION,Satara,Satara,415002,MAHARASHTRA,2017-08-06,maharera
P52100001435,TCG PANORAMA PHASE-I BLDG - C,THE CONSTRUCTION & DEVELOPMENT COMPANY,Haveli,Pune,411046,MAHARASHTRA,2017-07-28,maharera
P52100002545,PRACHIT GOLD,M/S. ASHOKA PROPERTIES,Pune City,Pune,411042,MAHARASHTRA,2017-08-01,maharera
P51700001278,Immensa F,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P52100007014,SIDDHI TOWERS A WING,SATISH BASWANT PATIL,Haveli,Pune,411012,MAHARASHTRA,2021-09-08,maharera
P52700002900,Shree Niwas Sankul,Anand Jagdish Dhale,Satara,Satara,415002,MAHARASHTRA,2019-03-15,maharera
P51700001083,Immensa G,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P51700001310,Immensa H,Agile Real Estate Pvt. Ltd.,Thane,Thane,400607,MAHARASHTRA,2024-05-20,maharera
P52100006337,RICH COUNTY- C & D WING,SWASTIK PROMOTERS & BUILDERS,Haveli,Pune,411046,MAHARASHTRA,2021-09-09,maharera
P52100001374,NYATI ELAN COMMERCIAL,PSQUARE BUILDERS LLP,Haveli,Pune,412207,MAHARASHTRA,2017-07-27,maharera
P51900000469,Indiabulls Blu Tower A,Indiabulls Infraestate Limited,Ward GSouth,Mumbai City,400013,MAHARASHTRA,2017-07-18,maharera
P51900000473,Indiabulls Blu Tower B,Indiabulls Infraestate Limited,Ward GSouth,Mumbai City,400013,MAHARASHTRA,2017-07-18,maharera
P51900000843,Indiabulls Blu Tower C,Indiabulls Infraestate Limited,Ward GSouth,Mumbai City,400013,MAHARASHTRA,2017-07-23,maharera
P52100004348,VIVANTA LIFE VISHAKHA PHASE I,VIVANTA REALTY,Haveli,Pune,411015,MAHARASHTRA,2017-08-09,maharera
P52100001643,MADHUKOSH,S R PROBUILD PVT LTD,Pune City,Pune,411004,MAHARASHTRA,2017-07-29,maharera
P51900000871,Indiabulls Blu Tower D,Indiabulls Infraestate Limited,Ward GSouth,Mumbai City,400013,MAHARASHTRA,2017-07-23,maharera
P52000009439,Nirmal Arcade,Akshar Developers,Karjat,Raigarh,410101,MAHARASHTRA,2017-08-22,maharera
P52100009870,Geras Isle Royale Tower 2 and 3,Gera Developments Private Limited,Mulshi,Pune,411021,MAHARASHTRA,2017-08-22,maharera
P52700012423,ATHARVASHREE,SKY 9 PROPERTIES,Khandala,Satara,412801,MAHARASHTRA,2017-09-01,maharera
P52100008846,ADITYA PARADISE,More Shinde Associates,Mulshi,Pune,411033,MAHARASHTRA,2017-08-19,maharera
P52100002690,VIVANTA LIFE VISHAKHA PHASE II,VIVANTA REALTY,Haveli,Pune,411045,MAHARASHTRA,2019-12-30,maharera
P51800001749,Redevelopment of Marhaba Co-operative Housing Society Limited,Shree Mahavir Estates,Mumbai,Mumbai Suburban,400049,MAHARASHTRA,2018-10-31,maharera
P52100002399,ONE MALL,NIRMAN PROPERTIES,Haveli,Pune,412101,MAHARASHTRA,2019-01-30,maharera
P52100001216,Shivraj Township,Shivaji Rambhau Pawar,Daund,Pune,413801,MAHARASHTRA,2017-07-27,maharera
P51800004539,AZAD LAXMI NAGAR SRA CHS,GOODBUILD (INDIA) PRIVATE LIMITED,Borivali,Mumbai Suburban,400104,MAHARASHTRA,2025-03-21,maharera
P51700001065,"LODHA AMARA - TOWER 1 - 5, 7 - 19",LODHA DEVELOPERS LIMITED,Thane,Thane,400607,MAHARASHTRA,2019-01-02,maharera
P52100002674,29 GOLD COAST PHASE 1,MANTRA 29 GOLD COST DEVELOPERS LLP,Haveli,Pune,411015,MAHARASHTRA,2021-09-09,maharera
P52100001834,MANTRA CITY 360 PHASE02,MANTRA ISLAND HOMES TALEGAON LLP,Mawal,Pune,410506,MAHARASHTRA,2021-09-09,maharera
P51700002752,SUKHKARTA I CO-OPERATIVE HOUSING SOCIETY LIMITED,FSK BUILDERS & DEVELOPERS PRIVATE LIMITED,Thane,Thane,400706,MAHARASHTRA,2017-08-04,maharera
P52100002880,MANTRA CITY 360 PHASE03,MANTRA ISLAND HOMES TALEGAON LLP,Mawal,Pune,410506,MAHARASHTRA,2021-09-09,maharera
P51700002833,NILGAGAN CO-OPERATIVE HOUSING SOCIETY LIMITED,FSK BUILDERS & DEVELOPERS PRIVATE LIMITED,Thane,Thane,400706,MAHARASHTRA,2017-08-04,maharera
P52000000881,Kapur Farms,Kapur Developers Private Limited,Khalapur,Raigarh,410203,MAHARASHTRA,2021-03-24,maharera
P52100001457,MANTRA CITY 360 PHASE04,MANTRA ISLAND HOMES TALEGAON LLP,Mawal,Pune,410506,MAHARASHTRA,2022-06-06,maharera
P51800006787,SOHAM RESIDENCY,LAXMIKANT RAMCHANDRA SAWANT,Borivali,Mumbai Suburban,400091,MAHARASHTRA,2017-08-16,maharera
P51700005444,VAIJNATH,PRAKASH LELE CONSTRUCTION,Kalyan,Thane,421301,MAHARASHTRA,2017-08-11,maharera
P52100002786,Bella Casa,VEER REALITY,Haveli,Pune,411044,MAHARASHTRA,2017-08-04,maharera
P52000000532,Besto,Desarollo Developers Private Limited,Khalapur,Raigarh,410203,MAHARASHTRA,2021-03-24,maharera
P51900007311,NDW THE CREST,ANMOL LAND DEVELOPERS,Ward E,Mumbai City,400008,MAHARASHTRA,2025-06-03,maharera
P51700007310,THARWANI MIRACLE,ANIL HARDASMAL THARWANI,Kalyan,Thane,421301,MAHARASHTRA,2017-09-12,maharera
P52100003198,AMRUTVEL,SHIVMUDRA ENTERPRISES,Khed,Pune,410501,MAHARASHTRA,2026-06-12,maharera
P52100004537,MANOMAY RESIDENCY,MAHALAXMI PROMOTERS,Haveli,Pune,411015,MAHARASHTRA,2017-08-09,maharera
P51900002761,Earth Baug,Earth Baug,Ward ABCD,Mumbai City,400002,MAHARASHTRA,2018-01-23,maharera
P52100003130,Shine Square,Namoh Builders & Developers,Haveli,Pune,411062,MAHARASHTRA,2019-03-27,maharera
P52100002273,SHREY PARADISE,PRAVIN MOTILAL SONIGARA,Haveli,Pune,411015,MAHARASHTRA,2017-07-31,maharera
P53000002511,Karveer Nivasini Residency,S R Real Estate Developers,Karvir,Kolhapur,416012,MAHARASHTRA,2017-08-01,maharera
P52000002407,DEEP DESTINY,SAMBHAV REALTY,Panvel,Raigarh,410206,MAHARASHTRA,2017-07-31,maharera
P52100002343,JEWELS ROYALE,JEWEL DEVELOPMENT CORP,Haveli,Pune,411036,MAHARASHTRA,2018-04-10,maharera
P52100003031,SAI AURA,SHREE SAI CREATIONS,Haveli,Pune,412101,MAHARASHTRA,2017-08-04,maharera
P51700006472,KRISHNA NISARGA,GOPAL KRISHNA DEVELOPERS,Kalyan,Thane,421301,MAHARASHTRA,2017-08-14,maharera
P52100004585,Prabodhan Apartments,Pinnac Housing Private Limited,Pune City,Pune,411004,MAHARASHTRA,2018-09-04,maharera
P52100001332,CERATEC CITY PHASE I PART 2,CERATEC CONSTRUCTION,Haveli,Pune,411048,MAHARASHTRA,2017-07-27,maharera
P52100002448,Mont Vert Avion,Niraj Kumar Associates Pvt Ltd,Haveli,Pune,411021,MAHARASHTRA,2018-02-26,maharera
P52100003261,MAGIA AVENUE,OM TIRUPATI DEVELOPERS,Haveli,Pune,412101,MAHARASHTRA,2025-07-08,maharera
P51900002750,SOLSTICE PHASE- I,NEELAM FINANCE (BOMBAY ) PVT LTD,Kurla,Mumbai Suburban,400077,MAHARASHTRA,2025-09-26,maharera
P52000008191,VAASTU Sai,VAASTU Builders & Developers,Panvel,Raigarh,400707,MAHARASHTRA,2017-08-18,maharera
P51800005587,Satyam CHS Ltd,Swastik Realty Pvt Ltd,Andheri,Mumbai Suburban,400053,MAHARASHTRA,2026-01-02,maharera
P52100003051,Goodwill Nirmiti B Building,Unique Choice Ventures,Haveli,Pune,411047,MAHARASHTRA,2017-08-04,maharera
P53000003035,Bhushan residency,vilas bhupal awati,Karvir,Kolhapur,416001,MAHARASHTRA,2021-09-09,maharera
P51800001465,Hubtown Solaris,Hubtown Limited,Andheri,Mumbai Suburban,400069,MAHARASHTRA,2017-07-28,maharera
P52000001043,Balaji Symphony,Vinay  Agrawal,Panvel,Raigarh,410206,MAHARASHTRA,2017-07-25,maharera
P53000001735,ELIXA PARK,AJAYSINH V DESAI BUILDERS & DEVELOPERS,Karvir,Kolhapur,416001,MAHARASHTRA,2025-01-08,maharera
P52100002733,Hubtown Countrywoods Building 3,Hubtown Limited,Haveli,Pune,411048,MAHARASHTRA,2019-05-08,maharera
P51900009455,DESAI HARMONY,DESAI RESIDENCY PRIVATE LIMITED,Mumbai City,Mumbai City,400031,MAHARASHTRA,2020-06-13,maharera
P52100006479,VARDHAMAN ELEGANCE,VARDHMAN DEVELOPERS UNIT 1,Haveli,Pune,411207,MAHARASHTRA,2017-08-14,maharera
P52100002983,BHAKTI GULMOHAR,MEGHASWANA INFRA,Mawal,Pune,410507,MAHARASHTRA,2017-08-04,maharera
P52000012036,CROWN EUREKA,ASGARALI HUSEINIBHAI CONTRACTOR,Panvel,Raigarh,410206,MAHARASHTRA,2017-09-01,maharera
P51800001955,Redevelopment of New Monalisa CHSL,Shree Mahavir Estates,Mumbai,Mumbai Suburban,400049,MAHARASHTRA,2021-09-09,maharera
P51800003341,VINAYAK SHRADDHA TOWER,K K KRISHNAN CONSTRUCTION COMPANY PVT LTD,Andheri,Mumbai Suburban,400051,MAHARASHTRA,2025-08-26,maharera
P52000000530,Anjali Farms,Largior Developers Private limited,Khalapur,Raigarh,410203,MAHARASHTRA,2021-03-24,maharera
P52100006914,L Square,LODHA AND LALWANI ASSOCIATES,Haveli,Pune,412105,MAHARASHTRA,2017-08-16,maharera
P51800001493,RAVIRAJ ROYAL,M/S RAVIRAJ DEVELOPERS,Borivali,Mumbai Suburban,400067,MAHARASHTRA,2017-07-28,maharera
P51700001702,RAJ ESTATE,D.V.BUILDERS & DEVELOPERS PVT. LTD.,Thane,Thane,401107,MAHARASHTRA,2017-07-29,maharera
P52800004055,GOLD VALLEY SEA VIEW PHASE 1,GOKANIRMITEE,Guhagar,Ratnagiri,415729,MAHARASHTRA,2017-08-07,maharera
P52100001924,TCG PANORAMA PHASE-II BLDG - B,THE CONSTRUCTION & DEVELOPMENT COMPANY,Haveli,Pune,411046,MAHARASHTRA,2017-07-29,maharera
P99000002405,AGARWAL EXOTICA,AGARWAL REALTORS,Vasai,Palghar,401208,MAHARASHTRA,2017-07-31,maharera
P51700005670,HIRA RESIDENCY PHASE II,AL-SAAD CONSTRUCTIONS,Thane,Thane,400612,MAHARASHTRA,2017-08-11,maharera
P52000001816,SOLITAIRE,RADIANT BUILDERS,Panvel,Raigarh,410206,MAHARASHTRA,2017-07-29,maharera
P52100002929,IMPERIO,BLUESTONE PROPERTIES,Haveli,Pune,412105,MAHARASHTRA,2018-08-03,maharera
P51900005921,AAROHI TOWER,SUDHIR SHARAD REDKAR,Ward GNorth,Mumbai City,400028,MAHARASHTRA,2017-08-14,maharera
P53000002381,Paarijaat Blossoms,M/s. Bedekar Developers limited Liability Partnership,Karvir,Kolhapur,416003,MAHARASHTRA,2017-07-31,maharera
P52100005445,SAHIL PRIDE,YOGESH OMPRAKASH AGARWAL,Pune City,Pune,411048,MAHARASHTRA,2021-09-09,maharera
P51800000639,Eco Winds,Ecopark Developers LLP,Kurla,Mumbai Suburban,400078,MAHARASHTRA,2021-09-09,maharera
P51700003640,FALCO MARIGOLD,KAMBAR RESIDENCES,Kalyan,Thane,421605,MAHARASHTRA,2020-06-17,maharera
P52100002204,ANAND AASHRAY,ANAND ENTERPRISES,Haveli,Pune,411015,MAHARASHTRA,2019-12-19,maharera
P52100004532,SAI MORYA,SAI MORYA,Haveli,Pune,412101,MAHARASHTRA,2017-08-09,maharera
P52100001368,MANTRA RESIDENCY PHASE 03,MANTRA RESIDENCIES LLP,Khed,Pune,410501,MAHARASHTRA,2017-07-27,maharera
P52100001872,Regalia Residency,RajHeramb Properties,Mulshi,Pune,411021,MAHARASHTRA,2018-07-12,maharera
P53100009884,RAGHUKUL SAHANIWAS,EKDANT CONSTRUCTION,Miraj,Sangli,416416,MAHARASHTRA,2020-06-17,maharera
P51700005338,HIGHLAND SPRINGS B4- A WING,SIDDHI REAL ESTATE DEVELOPERS,Thane,Thane,400608,MAHARASHTRA,2023-07-16,maharera
